,Name,Link
0,"""Espace mondial"" الرؤية الفرنسية للدراسات العالمية (Sciences Po)",https://coursera.org/learn/espace-mondial-ar
1,"""Making"" Progress Teach-Out (Emory University)",https://coursera.org/learn/makingprogress
2,(Business Writing) الكتابة في مجال الأعمال (University of Colorado Boulder),https://coursera.org/learn/writing-for-business-ar
3,(Giving Helpful Feedback) إعطاء الملاحظات المفيدة (University of Colorado Boulder),https://coursera.org/learn/feedback-ar
4,(Successful Presentation) العرض التقديمي الناجح (University of Colorado Boulder),https://coursera.org/learn/presentation-skills-ar
5,.Net平台下的软件开发技术毕业项目 (Xi'an Jiaotong University),https://coursera.org/learn/net-ruanjian-kaifa-biye
6,1.- El Cálculo - Modelo Lineal (Tecnológico de Monterrey),https://coursera.org/learn/calculo-1
7,2.- El Cálculo - Modelo Cuadrático (Tecnológico de Monterrey),https://coursera.org/learn/calculo-2
8,20世纪西方音乐 Western Music in the 20th Century (Peking University),https://coursera.org/learn/20cnwm
9,3-Axis Machining with Autodesk Fusion 360 (Autodesk),https://coursera.org/learn/3-axis-machining-autodesk-fusion-360
10,3.- El Cálculo - Modelo Cúbico (Tecnológico de Monterrey),https://coursera.org/learn/calculo-3
11,3D Art and Audio Pipeline (Unity),https://coursera.org/learn/3d-art-and-audio-pipeline
12,3D CAD Application (National Taiwan University),https://coursera.org/learn/3d-cad-application
13,3D CAD Fundamental (National Taiwan University),https://coursera.org/learn/3d-cad-fundamental
14,3D Data Visualization for Science Communication (University of Illinois at Urbana-Champaign),https://coursera.org/learn/data-visualization-science-communication
15,3D Graphics in Android: Sensors and VR (Imperial College London),https://coursera.org/learn/3d-graphics-android-sensors-vr
16,Atención prehospitalaria del ictus agudo y selección de pacientes para tratamiento endovascular con la escala RACE (Universitat de Barcelona),https://coursera.org/learn/ictus-agudo-escala-race
17,Brand & Content Marketing (IE Business School),https://coursera.org/learn/brand-and-content-marketing
18,"Comercio, Inmigración y Tipos de Cambio en un Mundo Globalizado (IE Business School)",https://coursera.org/learn/comercio-inmigracion-tipos-de-cambio
19,FPGA computing systems: Background knowledge and introductory materials (Politecnico di Milano),https://coursera.org/learn/fpga-intro
20,Future Healthcare Payment Models (Northeastern University ),https://coursera.org/learn/healthcare-payment-models
21,G Suite Security (Google Cloud),https://coursera.org/learn/g-suite-security
22,IT Security: Defense against the digital dark arts (Google),https://coursera.org/learn/it-security
23,Intel® Network Academy - Network Transformation 101 (Intel),https://coursera.org/learn/network-transformation-101
24,Introduction to G Suite (Google Cloud),https://coursera.org/learn/introduction-g-suite
25,Know Thyself - The Value and Limits of Self-Knowledge: The Examined Life (The University of Edinburgh),https://coursera.org/learn/know-thyself-the-examined-life
26,Managing G Suite (Google Cloud),https://coursera.org/learn/managing-g-suite
27,Mandarin Chinese for Intermediate Learners: Part 1 (Shanghai Jiao Tong University),https://coursera.org/learn/mandarin-chinese-intermediate-learners-1
28,Modernizing Data Lakes and Data Warehouses with GCP (Google Cloud),https://coursera.org/learn/data-lakes-data-warehouses-gcp
29,Prehospital care of acute stroke and patient selection for endovascular treatment using the RACE scale (Universitat de Barcelona),https://coursera.org/learn/acute-stroke-race-scale
30,System Administration and IT Infrastructure Services (Google),https://coursera.org/learn/system-administration-it-infrastructure-services
31,"Бизнес на свои (National Research Tomsk State University, ФРОО, Mосигра)",https://coursera.org/learn/biznes-na-svoi-mosigra
32,Закон стартапа: юридические основы технологического бизнеса (Moscow Institute of Physics and Technology),https://coursera.org/learn/zakon-startapa-tekhnologicheskogo-biznesa
33,Русский как иностранный: B1+. Часть 2. Russian as a foreign language. B1+. Part 2. (Saint Petersburg State University),https://coursera.org/learn/russkiy-kak-inostrannyy-b1-2
34,一堂課讓你認識肺癌（Basic Concepts of Lung Cancer: Diagnosis and Treatment） (National Taiwan University),https://coursera.org/learn/lung-cancer
35,"3D Interaction Design in Virtual Reality (University of London, Goldsmiths, University of London)",https://coursera.org/learn/3d-interaction-design-virtual-reality
36,3D Interactions and Navigation (Unity),https://coursera.org/learn/3d-interactions-and-navigation
37,3D Model Creation with Autodesk Fusion 360 (Autodesk),https://coursera.org/learn/3d-model-creation-fusion-360
38,"3D Models for Virtual Reality (University of London, Goldsmiths, University of London)",https://coursera.org/learn/3d-models-virtual-reality
39,3D Printing Applications (University of Illinois at Urbana-Champaign),https://coursera.org/learn/3d-printing-applications
40,3D Printing Hardware (University of Illinois at Urbana-Champaign),https://coursera.org/learn/3d-print-hardware
41,3D Printing Software (University of Illinois at Urbana-Champaign),https://coursera.org/learn/3d-printing-software
42,3D-печать для всех и каждого (National Research Tomsk State University),https://coursera.org/learn/3d-printing
43,4.- El Cálculo - Otros Modelos (Tecnológico de Monterrey),https://coursera.org/learn/calculo-4
44,A Brief History of Human Spaceflight (University of Houston System),https://coursera.org/learn/human-spaceflight
45,A Business Approach to Sustainable Landscape Restoration (Erasmus University Rotterdam),https://coursera.org/learn/landscape-restoration-sustainable-development
46,A Circular Economy of Metals: Towards a Sustainable Societal Metabolism (Universiteit Leiden),https://coursera.org/learn/circular-economy-metals
47,"A Complete Reinforcement Learning System (Capstone) (University of Alberta, Alberta Machine Intelligence Institute)",https://coursera.org/learn/complete-reinforcement-learning-system
48,A Crash Course in Causality:  Inferring Causal Effects from Observational Data (University of Pennsylvania),https://coursera.org/learn/crash-course-in-causality
49,A Crash Course in Data Science (Johns Hopkins University),https://coursera.org/learn/data-science-course
50,A Journey through Western Christianity: from Persecuted Faith to Global Religion (200 - 1650) (Yale University),https://coursera.org/learn/western-christianity-200-1650
51,A Law Student's Toolkit (Yale University),https://coursera.org/learn/law-student
52,A Life of Happiness and Fulfillment (Indian School of Business),https://coursera.org/learn/happiness
53,A Scientific Approach to Innovation Management (Università Bocconi),https://coursera.org/learn/scientific-approach-innovation-management
54,A Voice of Their Own. Women's Spirituality in the Middle Ages. (Universitat de Barcelona),https://coursera.org/learn/womens-spirituality
55,A complexidade sensível: Um paralelo entre videogames e arte (Universidade Estadual de Campinas),https://coursera.org/learn/videogames
56,A la recherche du Grand Paris (Sciences Po),https://coursera.org/learn/grand-paris-metropole
57,A prática da gestão de clubes e federações esportivas (Fundação Instituto de Administração),https://coursera.org/learn/fia-gestao-clubes-federacoes-esportivas
58,"A tanulás tanulása: Hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (Learning How to Learn) (McMaster University, University of California San Diego)",https://coursera.org/learn/a-tanulas-tanulasa
59,A tecnologia da produção musical (Berklee College of Music),https://coursera.org/learn/tecnologia-producao-musical
60,"ADHD: Everyday Strategies for Elementary Students (The State University of New York, University at Buffalo)",https://coursera.org/learn/adhd-treatment
61,AI Capstone Project with Deep Learning (IBM),https://coursera.org/learn/ai-deep-learning-capstone
62,AI For Everyone (deeplearning.ai),https://coursera.org/learn/ai-for-everyone
63,AI Workflow: AI in Production (IBM),https://coursera.org/learn/ibm-ai-workflow-ai-production
64,AI Workflow: Business Priorities and Data Ingestion (IBM),https://coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion
65,AI Workflow: Data Analysis and Hypothesis Testing (IBM),https://coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing
66,AI Workflow: Enterprise Model Deployment (IBM),https://coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment
67,AI Workflow: Feature Engineering and Bias Detection (IBM),https://coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection
68,"AI Workflow: Machine Learning, Visual Recognition and NLP (IBM)",https://coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp
69,AIDS: Fear and Hope (University of Michigan),https://coursera.org/learn/aids-fear-hope
70,API Design and Fundamentals of Google Cloud's Apigee API Platform (Google Cloud),https://coursera.org/learn/api-design-apigee-gcp
71,API Development on Google Cloud's Apigee API Platform (Google Cloud),https://coursera.org/learn/api-development-apigee-gcp
72,API Security on Google Cloud's Apigee API Platform (Google Cloud),https://coursera.org/learn/api-security-apigee-gcp
73,AR (Augmented Reality) & Video Streaming Services Emerging Technologies (Yonsei University),https://coursera.org/learn/ar-technologies-video-streaming
74,"ART of the MOOC: Activism and Social Movements (Duke University, Creative Time )",https://coursera.org/learn/activism-social-movements
75,"ART of the MOOC: Activismo y Movimientos Sociales (Duke University, Creative Time )",https://coursera.org/learn/activismo-movimientos-sociales
76,"ART of the MOOC: Arte Público y Pedagogía (Duke University, Creative Time )",https://coursera.org/learn/arte-publico-pedagogia
77,"ART of the MOOC: Public Art and Pedagogy (Duke University, Creative Time )",https://coursera.org/learn/public-art-pedagogy
78,AWS Computer Vision: Getting Started with GluonCV (Amazon Web Services),https://coursera.org/learn/aws-computer-vision-gluoncv
79,AWS Fundamentals: Addressing Security Risk (Amazon Web Services),https://coursera.org/learn/aws-fundamentals-addressing-security-risk
80,AWS Fundamentals: Building Serverless Applications (Amazon Web Services),https://coursera.org/learn/aws-fundamentals-building-serverless-applications
81,AWS Fundamentals: Going Cloud-Native (Amazon Web Services),https://coursera.org/learn/aws-fundamentals-going-cloud-native
82,AWS Fundamentals: Migrating to the Cloud (Amazon Web Services),https://coursera.org/learn/aws-fundamentals-cloud-migration
83,Aboriginal Worldviews and Education (University of Toronto),https://coursera.org/learn/aboriginal-education
84,"Abstraction, Problem Decomposition, and Functions (University of Colorado System)",https://coursera.org/learn/abstraction-problem-decomposition-functions
85,"Academic Discussions in English (University of California, Irvine)",https://coursera.org/learn/academic-discussion-english
86,"Academic Information Seeking (University of Copenhagen, Technical University of Denmark (DTU))",https://coursera.org/learn/academicinfoseek
87,"Academic Listening and Note-Taking (University of California, Irvine)",https://coursera.org/learn/note-taking
88,Academic Literacy (Moscow Institute of Physics and Technology),https://coursera.org/learn/academic-literacy
89,Academic Skills for University Success: Capstone (The University of Sydney),https://coursera.org/learn/academic-skills-project
90,Accediendo a la nube con iOS (Tecnológico de Monterrey),https://coursera.org/learn/nube-ios
91,Access Controls ((ISC)²),https://coursera.org/learn/access-control-sscp
92,Accessibility to the Scenic Arts (Universitat Autònoma de Barcelona),https://coursera.org/learn/accessibility-scenic-arts
93,Account Management & Sales Force Design (West Virginia University),https://coursera.org/learn/account-management
94,Accounting Analysis I: Measurement and Disclosure of Assets (University of Illinois at Urbana-Champaign),https://coursera.org/learn/asset-measurement-disclosure
95,Accounting Analysis I: The Role of Accounting as an Information System (University of Illinois at Urbana-Champaign),https://coursera.org/learn/accounting-information-system
96,Accounting Analysis II: Accounting for Liabilities and Equity (University of Illinois at Urbana-Champaign),https://coursera.org/learn/accounting-analysis-2-equity
97,Accounting Analysis II: Measurement and Disclosure of Liabilities (University of Illinois at Urbana-Champaign),https://coursera.org/learn/accounting-analysis-2-liabilities
98,Accounting Analytics (University of Pennsylvania),https://coursera.org/learn/accounting-analytics
99,Accounting Data Analytics with Python (University of Illinois at Urbana-Champaign),https://coursera.org/learn/accounting-data-analytics-python
100,Accounting and Finance for IT professionals (Indian School of Business),https://coursera.org/learn/accounting-finance
101,Accounting for Business Decision Making: Measurement and Operational Decisions (University of Illinois at Urbana-Champaign),https://coursera.org/learn/business-accounting
102,Accounting for Business Decision Making: Strategy Assessment and Control (University of Illinois at Urbana-Champaign),https://coursera.org/learn/business-assessment
103,Accounting for Decision Making (University of Michigan),https://coursera.org/learn/accounting
104,"Accounting, Business and Society:  The Multi-faceted Role of Accounting (The Hong Kong University of Science and Technology)",https://coursera.org/learn/accounting-business-society
105,Accounting: Principles of Financial Accounting (IESE Business School),https://coursera.org/learn/financial-accounting
106,Achieving Advanced Insights with BigQuery (Google Cloud),https://coursera.org/learn/gcp-advanced-insights-bigquery
107,Achieving Advanced Insights with BigQuery 日本語版 (Google Cloud),https://coursera.org/learn/gcp-advanced-insights-bigquery-jp
108,Achieving Your Optimal Performance (University of California San Diego),https://coursera.org/learn/achieving-your-optimal-performance
109,"Act on Climate: Steps to Individual, Community, and Political Action (University of Michigan)",https://coursera.org/learn/act-on-climate
110,Action-Driven Business Plan: From the ‘Classroom’ to the World (Technion - Israel Institute of Technology),https://coursera.org/learn/startup-entrepreneurship-capstone
111,Actualización en el manejo del paciente con diabetes mellitus tipo 2 (Universidad Nacional Autónoma de México),https://coursera.org/learn/actualizacion-manejo-diabetes-tipo-2
112,Actúa ante el dolor crónico (Universitat Autònoma de Barcelona),https://coursera.org/learn/actua-dolor-cronico
113,Acuerdos globales para el desarrollo sostenible (Universidad Nacional Autónoma de México),https://coursera.org/learn/acuerdos-globales
114,Acute and Chronic Rhinosinusitis: A Comprehensive Review (Icahn School of Medicine at Mount Sinai),https://coursera.org/learn/icahn-school-of-medicine-at-mount-sinai-acute-and-chronic-rhinosinusitis
115,Adapt your leadership style (Macquarie University),https://coursera.org/learn/leadership-adapt-your-style
116,Addiction Treatment: Clinical Skills for Healthcare Providers (Yale University),https://coursera.org/learn/addiction-treatment
117,Addressing Large Hadron Collider Challenges by Machine Learning (National Research University Higher School of Economics),https://coursera.org/learn/hadron-collider-machine-learning
118,"Adjectives and Adjective Clauses (University of California, Irvine)",https://coursera.org/learn/adjective-clauses
119,Administración Estratégica y Emprendedora (University of New Mexico),https://coursera.org/learn/administracion-estrategica
120,"Administración de Proyectos Project (Tecnológico de Monterrey, University of California, Irvine)",https://coursera.org/learn/administracion-de-proyectos-capstone
121,Administración de sistemas y servicios de infraestructura de TI (Crece con Google),https://coursera.org/learn/administracion-de-sistema-y-servicios-de-infraestructura
122,Administración financiera y su función en la empresa (Universidad Nacional Autónoma de México),https://coursera.org/learn/admonfinanciera
123,Administración para obtener resultados (Universidad Nacional Autónoma de México),https://coursera.org/learn/resultados
124,Administração Financeira (Insper),https://coursera.org/learn/administracao-financeira
125,Administração de Sistemas e Serviços de Infraestrutura de TI (Cresça com o Google),https://coursera.org/learn/administracao-de-sistemas-servicos-infraestrutura-ti
126,"Advanced Algorithms and Complexity (University of California San Diego, National Research University Higher School of Economics)",https://coursera.org/learn/advanced-algorithms-and-complexity
127,Advanced App Development in Android Capstone (Imperial College London),https://coursera.org/learn/aada-capstone
128,Advanced Business Analytics Capstone (University of Colorado Boulder),https://coursera.org/learn/data-analytics-business-capstone
129,Advanced Business Strategy (University of Virginia),https://coursera.org/learn/uva-darden-advanced-business-strategy
130,Advanced Chemistry (University of Kentucky),https://coursera.org/learn/advanced-chemistry
131,Advanced Clinical Data Science (University of Colorado System),https://coursera.org/learn/advanced-clinical-data-science
132,Advanced Competitive Strategy (Ludwig-Maximilians-Universität München (LMU)),https://coursera.org/learn/advanced-competitive-strategy
133,"Advanced Content and Social Tactics to Optimize SEO (University of California, Davis)",https://coursera.org/learn/seo-tactics
134,Advanced Converter Control Techniques (University of Colorado Boulder),https://coursera.org/learn/current-control
135,Advanced Data Science Capstone (IBM),https://coursera.org/learn/advanced-data-science-capstone
136,Advanced Data Structures in Java (University of California San Diego),https://coursera.org/learn/advanced-data-structures
137,Advanced Deployment Scenarios with TensorFlow (deeplearning.ai),https://coursera.org/learn/advanced-deployment-scenarios-tensorflow
138,Advanced Engineering Systems in Motion: Dynamics of Three Dimensional (3D) Motion (Georgia Institute of Technology),https://coursera.org/learn/motion-and-kinetics
139,Advanced Financial Reporting: Accounting for Business Combinations and Preparation of Consolidated Financial Statements (University of Illinois at Urbana-Champaign),https://coursera.org/learn/advanced-financial-reporting
140,"Advanced Grammar & Punctuation Project (University of California, Irvine)",https://coursera.org/learn/advanced-grammar-project
141,"Advanced Instructional Strategies in the Virtual Classroom (University of California, Irvine)",https://coursera.org/learn/teaching-strategies
142,"Advanced Interviewing Techniques (University of Maryland, College Park)",https://coursera.org/learn/interview-techniques
143,Advanced Linear Models for Data Science 1: Least Squares (Johns Hopkins University),https://coursera.org/learn/linear-models
144,Advanced Linear Models for Data Science 2: Statistical Linear Models (Johns Hopkins University),https://coursera.org/learn/linear-models-2
145,Advanced Machine Learning and Signal Processing (IBM),https://coursera.org/learn/advanced-machine-learning-signal-processing
146,"Advanced Manufacturing Enterprise (University at Buffalo, The State University of New York)",https://coursera.org/learn/advanced-manufacturing-enterprise
147,"Advanced Manufacturing Process Analysis (University at Buffalo, The State University of New York)",https://coursera.org/learn/advanced-manufacturing-process-analysis
148,"Advanced Modeling for Discrete Optimization (The University of Melbourne, The Chinese University of Hong Kong)",https://coursera.org/learn/advanced-modeling
149,Advanced Neurobiology I (Peking University),https://coursera.org/learn/advanced-neurobiology1
150,Advanced Neurobiology II (Peking University),https://coursera.org/learn/advancedneurobiologyii
151,Advanced Portfolio Construction and Analysis with Python (EDHEC Business School),https://coursera.org/learn/advanced-portfolio-construction-python
152,Advanced R Programming (Johns Hopkins University),https://coursera.org/learn/advanced-r
153,"Advanced Search Engine Optimization Strategies (University of California, Davis)",https://coursera.org/learn/seo-strategies
154,"Advanced Speaking and Listening Project (University of California, Irvine)",https://coursera.org/learn/speaking-listening-capstone
155,Advanced Styling with Responsive Design (University of Michigan),https://coursera.org/learn/responsivedesign
156,Advanced System Security Topics (University of Colorado System),https://coursera.org/learn/advanced-system-security-topics
157,Advanced Trading Algorithms (Indian School of Business),https://coursera.org/learn/advanced-trading-algorithms
158,"Advanced Valuation and Strategy - M&A, Private Equity, and Venture Capital (Erasmus University Rotterdam)",https://coursera.org/learn/advanced-valuation-and-strategy
159,"Advanced Writing (University of California, Irvine)",https://coursera.org/learn/advanced-writing
160,Advertising and Society (Duke University),https://coursera.org/learn/role-of-advertising
161,African cities : An Introduction to Urban Planning (École Polytechnique Fédérale de Lausanne),https://coursera.org/learn/african-cities1
162,"Afrique et mondialisation, regards croisés (Sciences Po)",https://coursera.org/learn/afrique-mondialisation
163,After the Arab Spring – Democratic Aspirations and State Failure (University of Copenhagen),https://coursera.org/learn/after-the-arab-spring
164,Age of Cathedrals (Yale University),https://coursera.org/learn/age-of-cathedrals
165,Age of Jefferson (University of Virginia),https://coursera.org/learn/ageofjefferson
166,Agile Development in Practice (Project-centered Course) (University of Virginia),https://coursera.org/learn/uva-darden-agile-development-capstone
167,Agile Meets Design Thinking (University of Virginia),https://coursera.org/learn/uva-darden-getting-started-agile
168,Agile Planning for Software Products (University of Alberta),https://coursera.org/learn/agile-planning-for-software-products
169,Agile Software Development (University of Minnesota),https://coursera.org/learn/agile-software-development
170,Agile with Atlassian Jira (Atlassian),https://coursera.org/learn/agile-atlassian-jira
171,"Agile и Scrum в работе над проектами и продуктами (National Research Tomsk State University, ФРОО, ScrumTrek)",https://coursera.org/learn/upravleniya-proektami-agile-scrum
172,Agricultura urbana y periurbana (Universidad Nacional Autónoma de México),https://coursera.org/learn/agricultura-urbana
173,"Agriculture, Economics and Nature (University of Western Australia)",https://coursera.org/learn/agriculture-economics-nature
174,Air Pollution – a Global Threat to our Health (University of Copenhagen),https://coursera.org/learn/air-pollution-health-threat
175,Akademiskt skrivande (Lund University),https://coursera.org/learn/akademiskt-skrivande
176,Algorithmic Thinking (Part 1) (Rice University),https://coursera.org/learn/algorithmic-thinking-1
177,Algorithmic Thinking (Part 2) (Rice University),https://coursera.org/learn/algorithmic-thinking-2
178,"Algorithmic Toolbox (University of California San Diego, National Research University Higher School of Economics)",https://coursera.org/learn/algorithmic-toolbox
179,Algorithms for DNA Sequencing (Johns Hopkins University),https://coursera.org/learn/dna-sequencing
180,"Algorithms on Graphs (University of California San Diego, National Research University Higher School of Economics)",https://coursera.org/learn/algorithms-on-graphs
181,"Algorithms on Strings (University of California San Diego, National Research University Higher School of Economics)",https://coursera.org/learn/algorithms-on-strings
182,"Algorithms, Data Collection, and Starting to Code (University of Colorado System)",https://coursera.org/learn/algorithms-data-collection-code
183,"Algorithms, Part I (Princeton University)",https://coursera.org/learn/algorithms-part1
184,"Algorithms, Part II (Princeton University)",https://coursera.org/learn/algorithms-part2
185,"Alimentación y dietética para una vuelta al mundo a vela (Universitat de Barcelona, Fundació Navegació Oceànica Barcelona)",https://coursera.org/learn/alimentacion-vuelta-al-mundo
186,Alle origini della civiltà  mediterranea: archeologia  della città dal Levante  all’Occidente - III-I millennio a.C. (Sapienza University of Rome),https://coursera.org/learn/nigro-levante-occidente
187,Alternative Approaches to Valuation and Investment (The University of Melbourne),https://coursera.org/learn/valuation
188,Aléatoire : une introduction aux probabilités - Partie 1 (École Polytechnique),https://coursera.org/learn/probabilites-1
189,Aléatoire : une introduction aux probabilités - Partie 2 (École Polytechnique),https://coursera.org/learn/probabilites-2
190,America Through Foreign Eyes (Rice University),https://coursera.org/learn/america-through-foreign-eyes
191,America's Unwritten Constitution (Yale University),https://coursera.org/learn/unwritten-constitution
192,America's Written Constitution (Yale University),https://coursera.org/learn/written-constitution
193,American Contract Law I (Yale University),https://coursera.org/learn/contracts-1
194,American Contract Law II (Yale University),https://coursera.org/learn/contracts-2
195,American Deaf Culture (University of Houston System),https://coursera.org/learn/deaf-culture
196,"American Education Reform: History, Policy, Practice (University of Pennsylvania)",https://coursera.org/learn/edref
197,América Latina en los cambios internacionales: amenazas y oportunidades. (Universidad de Chile),https://coursera.org/learn/america-latina
198,An Introduction to Accessibility and Inclusive Design (University of Illinois at Urbana-Champaign),https://coursera.org/learn/accessibility
199,An Introduction to American Law (University of Pennsylvania),https://coursera.org/learn/american-law
200,An Introduction to Consumer Neuroscience & Neuromarketing (Copenhagen Business School),https://coursera.org/learn/neuromarketing
201,An Introduction to Global Health (University of Copenhagen),https://coursera.org/learn/global-health-introduction
202,An Introduction to Interactive Programming in Python (Part 1) (Rice University),https://coursera.org/learn/interactive-python-1
203,An Introduction to Interactive Programming in Python (Part 2) (Rice University),https://coursera.org/learn/interactive-python-2
204,An Introduction to Practical Deep Learning (Intel),https://coursera.org/learn/intro-practical-deep-learning
205,An Introduction to the U.S. Food System: Perspectives from Public Health (Johns Hopkins University),https://coursera.org/learn/food-system
206,An Intuitive Introduction to Probability (University of Zurich),https://coursera.org/learn/introductiontoprobability
207,Analizando las Políticas Económicas (IE Business School),https://coursera.org/learn/analizando-politicas-economicas
208,Analyse numérique pour ingénieurs (École Polytechnique Fédérale de Lausanne),https://coursera.org/learn/analyse-numerique
209,Analysing Complexity (Macquarie University),https://coursera.org/learn/analysing-complexity
210,Analysis for Business Systems (University of Minnesota),https://coursera.org/learn/analysis-for-business-systems
211,Analysis of Algorithms (Princeton University),https://coursera.org/learn/analysis-of-algorithms
212,Analysis of Business Problems (IESE Business School),https://coursera.org/learn/analysis-business-problem-iese
213,Analytic Combinatorics (Princeton University),https://coursera.org/learn/analytic-combinatorics
214,"Analytical Solutions to Common Healthcare Problems (University of California, Davis)",https://coursera.org/learn/analytical-solutions-common-healthcare-problems
215,Analyzing Big Data with SQL (Cloudera),https://coursera.org/learn/cloudera-big-data-analysis-sql-queries
216,Analyzing the Universe (Rutgers the State University of New Jersey),https://coursera.org/learn/analyze
217,"Anatomy of the Abdomen and Pelvis; a journey from basis to clinic. (Universiteit Leiden, Leiden University Medical Center)",https://coursera.org/learn/abdomen-anatomy
218,"Anatomy of the Chest, Abdomen, and Pelvis (Yale University)",https://coursera.org/learn/trunk-anatomy
219,"Anatomy: Cardiovascular, Respiratory and Urinary Systems (University of Michigan)",https://coursera.org/learn/anatomy403-2x
220,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems (University of Michigan)",https://coursera.org/learn/anatomy403-4x
221,Anatomy: Human Neuroanatomy (University of Michigan),https://coursera.org/learn/anatomy403-3x
222,Anatomy: Musculoskeletal and Integumentary Systems (University of Michigan),https://coursera.org/learn/anatomy403-1x
223,Ancient Philosophy: Aristotle and His Successors (University of Pennsylvania),https://coursera.org/learn/aristotle
224,Ancient Philosophy: Plato & His Predecessors (University of Pennsylvania),https://coursera.org/learn/plato
225,"Android App Components - Intents, Activities, and Broadcast Receivers (Vanderbilt University)",https://coursera.org/learn/androidapps
226,"Android App Components - Services, Local IPC, and Content Providers (Vanderbilt University)",https://coursera.org/learn/androidapps-2
227,Android Graphics with OpenGL ES (Imperial College London),https://coursera.org/learn/android-graphics-opengl-es
228,Animal Behaviour and Welfare (The University of Edinburgh),https://coursera.org/learn/animal-welfare
229,Animer une séance collaborative (ESSEC Business School),https://coursera.org/learn/animer-seance-collaborative
230,"Annual Campaigns: Building a Case for Support (University of California, Davis)",https://coursera.org/learn/annual-campaigns
231,Antibiotic Stewardship (Stanford University),https://coursera.org/learn/antibiotic-stewardship
232,"Anticipating Your Next Battle, in Business and Beyond (HEC Paris)",https://coursera.org/learn/anticipate
233,Anticoncepción hormonal al alcance de todos (Universitat Autònoma de Barcelona),https://coursera.org/learn/anticonconcepcion-hormonal
234,Anticorrupción: Introducción a conceptos y perspectiva práctica (Universidad Nacional Autónoma de México),https://coursera.org/learn/anticorrupcion-introduccion
235,Antimicrobial resistance - theory and methods (Technical University of Denmark (DTU)),https://coursera.org/learn/antimicrobial-resistance
236,Antisemitism: From Its Origins to the Present (Yad Vashem ),https://coursera.org/learn/antisemitism
237,Análise de oportunidade de Blockchain (INSEAD),https://coursera.org/learn/analise-oportunidade-blockchain
238,Análisis de Datos - Proyecto Final (Tecnológico de Monterrey),https://coursera.org/learn/analisis-datos-proyecto-final
239,Análisis de Sistemas de Transporte (Pontificia Universidad Católica de Chile),https://coursera.org/learn/analisis-sistemas-de-transporte
240,Análisis de situaciones de negocio (IESE Business School),https://coursera.org/learn/analisis-situaciones-negocio
241,Aplicaciones musicales con Arduino (Universidad Nacional Autónoma de México),https://coursera.org/learn/aplicaciones-musicales-arduino
242,Aplicando el análisis de datos: casos selectos (Tecnológico de Monterrey),https://coursera.org/learn/analisis-de-datos-aplicaciones
243,"App Deployment, Debugging, and Performance (Google Cloud)",https://coursera.org/learn/app-deployment-debugging-performance
244,App Design and Development for iOS (University of Toronto),https://coursera.org/learn/ios-app-design-development
245,"Application Deployment, Debug, Performance 日本語版 (Google Cloud)",https://coursera.org/learn/app-deployment-debugging-performance-jp
246,Application Systems Programming (Unity),https://coursera.org/learn/application-systems-programming
247,"Application of AI, InsurTech, and Real Estate Technology (University of Pennsylvania)",https://coursera.org/learn/wharton-ai-application-insurtech-real-estate-technology
248,Applications in Engineering Mechanics (Georgia Institute of Technology),https://coursera.org/learn/engineering-mechanics-statics-2
249,Applications of Everyday Leadership (University of Illinois at Urbana-Champaign),https://coursera.org/learn/everyday-leadership-application
250,Applied AI with DeepLearning (IBM),https://coursera.org/learn/ai
251,Applied Data Science Capstone (IBM),https://coursera.org/learn/applied-data-science-capstone
252,Applied Machine Learning in Python (University of Michigan),https://coursera.org/learn/python-machine-learning
253,"Applied Plotting, Charting & Data Representation in Python (University of Michigan)",https://coursera.org/learn/python-plotting
254,Applied Social Network Analysis in Python (University of Michigan),https://coursera.org/learn/python-social-network-analysis
255,Applied Text Mining in Python (University of Michigan),https://coursera.org/learn/python-text-mining
256,Applying Data Analytics in Finance (University of Illinois at Urbana-Champaign),https://coursera.org/learn/applying-data-analytics-business-in-finance
257,Applying Data Analytics in Marketing (University of Illinois at Urbana-Champaign),https://coursera.org/learn/applying-data-analytics-business-in-marketing
258,Applying Investment Decision Rules for Startups (Yonsei University),https://coursera.org/learn/capital-budgeting
259,Applying Machine Learning to your Data with GCP (Google Cloud),https://coursera.org/learn/data-insights-gcp-apply-ml
260,Applying Machine Learning to your Data with GCP 日本語版 (Google Cloud),https://coursera.org/learn/data-insights-gcp-apply-ml-jp
261,Applying to U.S. Universities (University of Pennsylvania),https://coursera.org/learn/study-in-usa
262,"Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles (McMaster University, University of California San Diego)",https://coursera.org/learn/apprendre-comment-apprendre
263,Approaching Music Theory: Melodic Forms and Simple Harmony (California Institute of the Arts),https://coursera.org/learn/melodic-forms-simple-harmony
264,Approximation Algorithms (EIT Digital ),https://coursera.org/learn/approximation-algorithms
265,Approximation Algorithms Part I (École normale supérieure),https://coursera.org/learn/approximation-algorithms-part-1
