,Name,Url,Rating,Difficulty,Tags
0,Модели антикризисного жизненного цикла корпоративных систем,https://coursera.org/learn/modeli-antikrizisnogo-jiznennogo-cikla-korporativnyh-sistem,4.8,None,"['Computer Science', 'Software Development']"
0,Tinkering Fundamentals: Motion and Mechanisms,https://coursera.org/learn/tinkering-motion-mechanisms,4.9,Beginner Level,"['Personal Development', 'Personal Development']"
0,Architecting with Google Kubernetes Engine: Foundations em Português Brasileiro,https://coursera.org/learn/foundations-google-kubernetes-engine-gke-br,None,Intermediate Level,"['Computer Science', 'Software Development']"
0,Técnicas Microscópicas de Caracterización,https://coursera.org/learn/tecnicas-microscopicas-caracterizacion,4.6,None,"['Physical Science and Engineering', 'Research Methods']"
0,Ecologie Politique: défi de la durabilité pour les démocraties,https://coursera.org/learn/ecologie-politique,4.7,Beginner Level,"['Arts and Humanities', 'Philosophy']"
0,Discover Best Practice Farming for a Sustainable 2050,https://coursera.org/learn/best-practice-farming-sustainable-2050,4.6,Beginner Level,"['Health', 'Basic Science']"
0,Sustainable Fashion,https://coursera.org/learn/sustainable-fashion,None,Beginner Level,"['Business', 'Business Strategy']"
0,Introduction to Electronics,https://coursera.org/learn/electronics,4.7,None,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Corporate Sustainability. Understanding and Seizing the Strategic Opportunity,https://coursera.org/learn/corp-sustainability,4.6,None,"['Business', 'Business Strategy']"
0,"Lighting, Reflection, and Post Processing Effects",https://coursera.org/learn/lighting-reflection-post-processing,4.8,Intermediate Level,"['Computer Science', 'Software Development']"
0,Computational Social Science Capstone Project,https://coursera.org/learn/css-capstone,None,Beginner Level,"['Data Science', 'Data Analysis']"
0,"Cloud Computing Applications, Part 1: Cloud Systems and Infrastructure",https://coursera.org/learn/cloud-applications-part1,4.2,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
0,Feature Engineering en Español,https://coursera.org/learn/feature-engineering-es,4.6,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Global Adolescent Health,https://coursera.org/learn/youth-health,4.7,Beginner Level,"['Health', 'Public Health']"
0,"English for Science, Technology, Engineering, and Mathematics",https://coursera.org/learn/stem,4.8,Beginner Level,"['Language Learning', 'Learning English']"
0,Introduction to Acoustics (Part 2),https://coursera.org/learn/intro-to-acoustics-2,4.6,Intermediate Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Low Poly Art For Video Games,https://coursera.org/learn/low-poly-art-video-games,None,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
0,Statistics for International Business,https://coursera.org/learn/statistics-international-business,3.6,None,"['Business', 'Finance']"
0,Введение в механику деформируемого твёрдого тела (Introduction to the mechanics of deformable solids),https://coursera.org/learn/mekhanika-tvordogo-tela,4.9,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Equivalent Circuit Cell Model Simulation,https://coursera.org/learn/equivalent-circuit-cell-model-simulation,4.6,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Continuous Integration,https://coursera.org/learn/continuous-integration,3.6,Intermediate Level,"['Computer Science', 'Software Development']"
0,Representaciones culturales de las sexualidades,https://coursera.org/learn/representaciones-culturales,4.8,Beginner Level,"['Arts and Humanities', 'Philosophy']"
0,Инвестиции в акции,https://coursera.org/learn/investicii-akcii,3.9,None,"['Business', 'Finance']"
0,"History of Rock, Part One",https://coursera.org/learn/history-of-rock,4.8,None,"['Arts and Humanities', 'Music and Art']"
0,Политическая география,https://coursera.org/learn/politicheskaya-geografiya,4.8,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Interactive Computer Graphics,https://coursera.org/learn/interactive-computer-graphics,4.4,Intermediate Level,"['Computer Science', 'Software Development']"
0,Teoria Geral da Administração para Executivos,https://coursera.org/learn/tga-executivos,4.8,Beginner Level,"['Business', 'Business Essentials']"
0,Gathering and Developing the News,https://coursera.org/learn/gathering-the-news,4.7,None,"['Arts and Humanities', 'Music and Art']"
0,Mitigating Security Vulnerabilities on Google Cloud Platform,https://coursera.org/learn/mitigating-security-vulnerabilites-gcp,4.7,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Digital Transformation of Financial Services - Capstone Project,https://coursera.org/learn/digital-transformation-financial-services-project,4.3,Intermediate Level,"['Business', 'Business Strategy']"
0,Native Advertising,https://coursera.org/learn/native-advertising,None,Beginner Level,"['Business', 'Marketing']"
0,The Wonders and Challenges of Bible Education,https://coursera.org/learn/wonders-challenges-bible-education,None,Beginner Level,"['Social Sciences', 'Education']"
0,Identifying Patient Populations,https://coursera.org/learn/computational-phenotyping,4.5,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Методологии антикризисного жизненного цикла корпоративных систем,https://coursera.org/learn/korporativnye-antikrizisnye-methodology,4.6,None,"['Computer Science', 'Software Development']"
0,Fundamentals of Management,https://coursera.org/learn/fundamentals-of-management,4.5,None,"['Business', 'Leadership and Management']"
0,Data Pipelines with TensorFlow Data Services,https://coursera.org/learn/data-pipelines-tensorflow,None,Intermediate Level,"['Computer Science', 'Software Development']"
0,Advanced Styling with Responsive Design,https://coursera.org/learn/responsivedesign,4.7,None,"['Computer Science', 'Mobile and Web Development']"
0,Managing Talent,https://coursera.org/learn/managing-talent,4.5,None,"['Business', 'Leadership and Management']"
0,Systems Biology and Biotechnology Capstone,https://coursera.org/learn/systems-biology-capstone,4.5,None,"['Physical Science and Engineering', 'Research Methods']"
0,Cómo resolver problemas y tomar decisiones con eficacia,https://coursera.org/learn/resolucion-decisiones,4.4,None,"['Business', 'Leadership and Management']"
0,"Algorithms, Data Collection, and Starting to Code",https://coursera.org/learn/algorithms-data-collection-code,4,Beginner Level,"['Computer Science', 'Software Development']"
0,Ferrous Technology II,https://coursera.org/learn/ferrous-technology-2,4.7,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Molecular Evolution (Bioinformatics IV),https://coursera.org/learn/molecular-evolution,4.5,Beginner Level,"['Health', 'Health Informatics']"
0,Value Chain Management Capstone,https://coursera.org/learn/value-chain-capstone,4.8,Intermediate Level,"['Business', 'Leadership and Management']"
0,Взаимодействие языков и культур: сохраняем и расширяем свою идентичность (на примере изучения татарского языка как родного и иностранного),https://coursera.org/learn/tatar-language-and-culture,None,Beginner Level,"['Language Learning', 'Other Languages']"
0,Речевой этикет: вежливость и коммуникативные стратегии,https://coursera.org/learn/rechevoj-etiket,4.6,Beginner Level,"['Arts and Humanities', 'History']"
0,Egiptología (Egyptology),https://coursera.org/learn/egypt,4.9,Beginner Level,"['Arts and Humanities', 'History']"
0,Front-End Web Development with React,https://coursera.org/learn/front-end-react,4.7,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,EU policy and implementation: making Europe work!,https://coursera.org/learn/eu-making-europe-work,4.4,Intermediate Level,"['Social Sciences', 'Governance and Society']"
0,Beneficios y características de las redes sociales más significativas,https://coursera.org/learn/redes-sociales-caracteristicas,4.3,None,"['Business', 'Marketing']"
0,International Law in Action: the Arbitration of International Disputes,https://coursera.org/learn/arbitration-international-disputes,4.8,None,"['Social Sciences', 'Law']"
0,Medical Neuroscience,https://coursera.org/learn/medical-neuroscience,4.9,Advanced Level,"['Health', 'Research']"
0,Pre-Calculus,https://coursera.org/learn/introduccion-al-calculo,4.7,Beginner Level,"['Math and Logic', 'Math and Logic']"
0,Поиск структуры в данных,https://coursera.org/learn/unsupervised-learning,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Inglés Empresarial: el márketing y ventas,https://coursera.org/learn/ingles-empresarial-marketing-ventas,4.7,Intermediate Level,"['Language Learning', 'Learning English']"
0,Machine Learning for Business Professionals,https://coursera.org/learn/machine-learning-business-professionals,4.6,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Global Statistics - Composite Indices for International Comparisons,https://coursera.org/learn/global-statistics,4.9,Intermediate Level,"['Data Science', 'Data Analysis']"
0,"Internet History, Technology, and Security",https://coursera.org/learn/internet-history,4.8,None,"['Computer Science', 'Computer Security and Networks']"
0,Games without Chance: Combinatorial Game Theory,https://coursera.org/learn/combinatorial-game-theory,4.3,None,"['Math and Logic', 'Math and Logic']"
0,Психолингвистика (Psycholinguistics),https://coursera.org/learn/psikholingvistika,4.8,None,"['Health', 'Psychology']"
0,Operations Analytics,https://coursera.org/learn/wharton-operations-analytics,4.7,None,"['Business', 'Business Strategy']"
0,"Requerimientos, planeación, ejecución y medición de estrategias para redes sociales",https://coursera.org/learn/mercadotecnia-sociales,4.5,None,"['Business', 'Marketing']"
0,ART of the MOOC: Arte Público y Pedagogía,https://coursera.org/learn/arte-publico-pedagogia,4.7,None,"['Arts and Humanities', 'Music and Art']"
0,Keeping up with Change: Issues for the Finance Professional,https://coursera.org/learn/change-for-the-finance-professional,4.7,None,"['Business', 'Finance']"
0,How To Land the Job You Want (Capstone Project),https://coursera.org/learn/job-interview-capstone,None,None,"['Business', 'Business Strategy']"
0,Evaluación de inversiones en Bienes de Capital,https://coursera.org/learn/evaluaciondeinversiones,4.2,Intermediate Level,"['Business', 'Finance']"
0,Pixel Art for Video Games,https://coursera.org/learn/pixel-art-video-games,4.4,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Foundations of Teaching for Learning: Being a Professional,https://coursera.org/learn/professional-teacher,4.7,None,"['Social Sciences', 'Education']"
0,علم النجاح: ما يجب أن تعرفه من الباحثين,https://coursera.org/learn/success-ar,4.8,Beginner Level,"['Business', 'Leadership and Management']"
0,Genomic Data Science Capstone,https://coursera.org/learn/genomic-data-science-project,4.6,None,"['Data Science', 'Data Analysis']"
0,التقانة والمستشعرات النانوية - الجزء الثاني,https://coursera.org/learn/taknulujia-alnnanu2,None,None,"['Physical Science and Engineering', 'Chemistry']"
0,First Steps in Making the Business Case for Sustainability,https://coursera.org/learn/sustainable-business,4.7,Beginner Level,"['Business', 'Leadership and Management']"
0,Cost and Economics in Pricing Strategy,https://coursera.org/learn/uva-darden-bcg-pricing-strategy-cost-economics,4.8,Beginner Level,"['Business', 'Marketing']"
0,Costos para los Negocios,https://coursera.org/learn/costosparanegocios,4.8,Intermediate Level,"['Business', 'Marketing']"
0,Feeding the World,https://coursera.org/learn/feedingtheworld,4.6,Beginner Level,"['Health', 'Basic Science']"
0,Software Architecture for the Internet of Things,https://coursera.org/learn/iot-software-architecture,4.2,None,"['Computer Science', 'Software Development']"
0,Control automático: La tecnología invisible,https://coursera.org/learn/control-automatico,4.6,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,"FinTech: Foundations, Payments, and Regulations",https://coursera.org/learn/wharton-fintech-overview-payments-regulations,4.7,Beginner Level,"['Business', 'Business Essentials']"
0,Spatial Data Science and Applications,https://coursera.org/learn/spatial-data-science,4.4,Intermediate Level,"['Data Science', 'Data Analysis']"
0,口腔种植学 （Implant Dentistry）,https://coursera.org/learn/implant-dentistry-chinese,4.9,Intermediate Level,"['Health', 'Patient Care']"
0,Fundamentals of Global Energy Business,https://coursera.org/learn/energy-business,4.6,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Evaluating the Quality of Healthcare Delivery,https://coursera.org/learn/quality-of-healthcare,None,Beginner Level,"['Health', 'Healthcare Management']"
0,Introduction to Genetics and Evolution,https://coursera.org/learn/genetics-evolution,4.8,None,"['Health', 'Basic Science']"
0,The Outcomes and Interventions of Health Informatics,https://coursera.org/learn/the-outcomes-and-interventions-of-health-informatics,4.5,Beginner Level,"['Health', 'Health Informatics']"
0,"History of Rock, Part Two",https://coursera.org/learn/history-of-rock-2,4.8,None,"['Arts and Humanities', 'Music and Art']"
0,Nursing Informatics Training and Education,https://coursera.org/learn/training-others-nursing-informatics,4.6,Intermediate Level,"['Health', 'Health Informatics']"
0,Современный менеджмент,https://coursera.org/learn/modernmanagement,4.7,None,"['Business', 'Business Essentials']"
0,Social Impact Strategy: Tools for Entrepreneurs and Innovators,https://coursera.org/learn/social-impact,4.8,Beginner Level,"['Business', 'Entrepreneurship']"
0,Art and Science of Machine Learning 日本語版,https://coursera.org/learn/art-science-ml-jp,4,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Geopolítica y gobernanza global: riesgos y oportunidades,https://coursera.org/learn/geopoliticaygobernanzaglobal,4.8,None,"['Social Sciences', 'Governance and Society']"
0,Mechanics of Materials II: Thin-Walled Pressure Vessels and Torsion,https://coursera.org/learn/mechanics2,4.8,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Securing and Integrating Components of your Application,https://coursera.org/learn/securing-integrating-components-app,4.6,Intermediate Level,"['Computer Science', 'Software Development']"
0,iOS App Development Basics,https://coursera.org/learn/ios-app-development-basics,4.2,None,"['Computer Science', 'Mobile and Web Development']"
0,Calculus and Optimization for Machine Learning,https://coursera.org/learn/calculus-and-optimization-for-machine-learning,None,Intermediate Level,"['Math and Logic', 'Math and Logic']"
0,Framework for Data Collection and Analysis,https://coursera.org/learn/data-collection-framework,4.1,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Relationship Management,https://coursera.org/learn/relationship-management,4.7,Advanced Level,"['Business', 'Leadership and Management']"
0,Estilos de Liderazgo: opciones para avanzar en desafíos complejos,https://coursera.org/learn/estilos-liderazgo,4.9,Intermediate Level,"['Personal Development', 'Personal Development']"
0,Studying Cities: Social Science Methods for Urban Research,https://coursera.org/learn/studying-cities-social-science-methods-for-urban-research,4.6,None,"['Social Sciences', 'Education']"
0,Introduction to Chemistry:  Reactions and Ratios,https://coursera.org/learn/intro-chemistry,4.7,Beginner Level,"['Physical Science and Engineering', 'Chemistry']"
0,Embedded Software and Hardware Architecture,https://coursera.org/learn/embedded-software-hardware,4.6,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,International Leadership and Organizational Behavior,https://coursera.org/learn/organizational-behavior,4.7,None,"['Business', 'Leadership and Management']"
0,Negociações de sucesso: estratégias e habilidades essenciais (em Português),https://coursera.org/learn/negociacao,4.9,None,"['Business', 'Business Essentials']"
0,Mastering Data Analysis in Excel,https://coursera.org/learn/analytics-excel,4.2,None,"['Data Science', 'Data Analysis']"
0,Dealing With Missing Data,https://coursera.org/learn/missing-data,3.8,None,"['Data Science', 'Data Analysis']"
0,The Arts and Science of Relationships: Understanding Human Needs,https://coursera.org/learn/human-needs,4.4,Beginner Level,"['Personal Development', 'Personal Development']"
0,Weight Management: Beyond Balancing Calories,https://coursera.org/learn/weight-management-beyond-balancing-calories,4.7,Beginner Level,"['Health', 'Nutrition']"
0,Elastic Cloud Infrastructure: Scaling and Automation en Español,https://coursera.org/learn/gcp-infrastructure-scaling-automation-es,4.8,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,English for Business and Entrepreneurship,https://coursera.org/learn/business,4.8,Beginner Level,"['Language Learning', 'Learning English']"
0,"Инженер - менеджер настоящего, системный архитектор будущего",https://coursera.org/learn/systems-engineering-5,None,Intermediate Level,"['Business', 'Business Strategy']"
0,Chinese Culture and Contemporary China,https://coursera.org/learn/china-culture-contemporary,4.6,Beginner Level,"['Arts and Humanities', 'History']"
0,3D Printing Applications,https://coursera.org/learn/3d-printing-applications,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
0,Strategic Management of Innovation,https://coursera.org/learn/strategic-management-of-innovation,4.7,None,"['Business', 'Business Strategy']"
0,Fundamentals of Accounting Capstone,https://coursera.org/learn/accounting-fundamentals-project,None,Beginner Level,"['Business', 'Business Essentials']"
0,Principles of fMRI 2,https://coursera.org/learn/functional-mri-2,4.7,None,"['Data Science', 'Data Analysis']"
0,"Introduzione alla fisica sperimentale: elettromagnetismo, ottica, fisica moderna",https://coursera.org/learn/fisica-sperimentale-fisica-moderna,4.9,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Coaching Practices,https://coursera.org/learn/coaching-practices,4.7,None,"['Business', 'Leadership and Management']"
0,Single Page Web Applications with AngularJS,https://coursera.org/learn/single-page-web-apps-with-angularjs,4.9,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,"Functions, Methods, and Interfaces in Go",https://coursera.org/learn/golang-functions-methods,4.6,Intermediate Level,"['Computer Science', 'Software Development']"
0,Linear Circuits 2: AC Analysis,https://coursera.org/learn/linear-circuits-ac-analysis,4.7,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Opioid Epidemic: From Evidence to Impact,https://coursera.org/learn/opioid-epidemic,None,Beginner Level,"['Health', 'Public Health']"
0,Bacteria and Chronic Infections,https://coursera.org/learn/bacterial-infections,4.6,None,"['Health', 'Patient Care']"
0,Human Resources Management Capstone: HR for People Managers,https://coursera.org/learn/human-resources-management-capstone,4.8,None,"['Business', 'Leadership and Management']"
0,Ethical Social Media,https://coursera.org/learn/ethical-social-media,4.5,None,"['Social Sciences', 'Governance and Society']"
0,Electric Vehicles and Mobility,https://coursera.org/learn/electric-vehicles-mobility,4.5,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Estrategia Empresarial,https://coursera.org/learn/estrategia-empresarial,4.7,Beginner Level,"['Business', 'Leadership and Management']"
0,Cultural intelligence: Become a global citizen,https://coursera.org/learn/cultural-intelligence,None,None,"['Business', 'Leadership and Management']"
0,The Raspberry Pi Platform and Python Programming for the Raspberry Pi,https://coursera.org/learn/raspberry-pi-platform,4.6,None,"['Computer Science', 'Software Development']"
0,Hands-on Text Mining and Analytics,https://coursera.org/learn/text-mining-analytics,4,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Materials Science: 10 Things Every Engineer Should Know,https://coursera.org/learn/materials-science,4.6,None,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Python and Machine-Learning for Asset Management with Alternative Data Sets,https://coursera.org/learn/machine-learning-asset-management-alternative-data,4.6,Intermediate Level,"['Business', 'Finance']"
0,Сравнение и создание групп,https://coursera.org/learn/sravneniye-sozdaniye-grupp,4.5,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Agile Planning for Software Products,https://coursera.org/learn/agile-planning-for-software-products,4.7,None,"['Computer Science', 'Software Development']"
0,Data Analytics for Lean Six Sigma,https://coursera.org/learn/data-analytics-for-lean-six-sigma,4.8,Beginner Level,"['Data Science', 'Data Analysis']"
0,"System Validation (4): Modelling Software, Protocols, and other behaviour",https://coursera.org/learn/system-validation-software-protocols,4.7,Advanced Level,"['Computer Science', 'Software Development']"
0,Electric Power Systems,https://coursera.org/learn/electric-power-systems,4.7,Beginner Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Disability Awareness and Support,https://coursera.org/learn/disability-awareness,4.5,None,"['Social Sciences', 'Education']"
0,Management Fundamentals,https://coursera.org/learn/management-fundamentals-healthcare-administrators,4.6,Beginner Level,"['Business', 'Leadership and Management']"
0,Cryptography,https://coursera.org/learn/cryptography,4.5,None,"['Computer Science', 'Computer Security and Networks']"
0,Business English: Meetings,https://coursera.org/learn/business-english-meetings,4.7,Intermediate Level,"['Language Learning', 'Learning English']"
0,International and Cross-Cultural Negotiation,https://coursera.org/learn/international-negotiation,4.7,Intermediate Level,"['Business', 'Leadership and Management']"
0,Electrones en Acción: Electrónica y Arduinos para tus propios Inventos,https://coursera.org/learn/electrones-en-accion,4.8,None,"['Physical Science and Engineering', 'Electrical Engineering']"
0,"Biological Diversity (Theories, Measures and Data sampling techniques)",https://coursera.org/learn/biological-diversity,4.3,Intermediate Level,"['Health', 'Basic Science']"
0,Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform auf Deutsch,https://coursera.org/learn/leveraging-unstructured-data-dataproc-gcp-de,None,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Sustainable Agricultural Land Management,https://coursera.org/learn/sustainable-agriculture,4.7,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Auditing II: The Practice of Auditing,https://coursera.org/learn/auditing-part2-the-practice,4.7,None,"['Business', 'Business Essentials']"
0,Monetary Policy in the Asia Pacific,https://coursera.org/learn/monetary-policy-asia-pacific,4.8,Intermediate Level,"['Social Sciences', 'Economics']"
0,Preparing for the Google Cloud Associate Cloud Engineer Exam,https://coursera.org/learn/preparing-cloud-associate-cloud-engineer-exam,4.7,Beginner Level,"['Information Technology', 'Cloud Computing']"
0,CAD/BIM技術與應用專項課程（CAD/BIM Specialization),https://coursera.org/learn/cad-bim-shiwu,None,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Accounting Data Analytics with Python,https://coursera.org/learn/accounting-data-analytics-python,None,Intermediate Level,"['Data Science', 'Data Analysis']"
0,US Social Services Compared,https://coursera.org/learn/welfare-state,4.7,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Quantum Optics 2 - Two photons and more,https://coursera.org/learn/quantum-optics-two-photons,5,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Introduction to Blockchain: Using and Securing Cryptocurrencies,https://coursera.org/learn/blockchain-using-securing-cryptocurrencies,4.9,Beginner Level,"['Information Technology', 'Security']"
0,AWS Fundamentals: Building Serverless Applications,https://coursera.org/learn/aws-fundamentals-building-serverless-applications,4.7,Beginner Level,"['Information Technology', 'Cloud Computing']"
0,UX Design Fundamentals,https://coursera.org/learn/ux-design-fundamentals,4.8,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Évaluation & Mesure d'Impact Social,https://coursera.org/learn/evaluation-mesure-impact-social,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
0,Interfacing with the Raspberry Pi,https://coursera.org/learn/raspberry-pi-interface,4.6,None,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Leadership Communication for Maximum Impact: Storytelling,https://coursera.org/learn/leadership-storytelling,4.5,None,"['Business', 'Leadership and Management']"
0,Mi nueva empresa: los siguientes pasos,https://coursera.org/learn/nueva-empresa,None,Beginner Level,"['Business', 'Entrepreneurship']"
0,Practical Reinforcement Learning,https://coursera.org/learn/practical-rl,4.2,Advanced Level,"['Data Science', 'Machine Learning']"
0,Programming Mobile Applications for Android Handheld Systems: Part 1,https://coursera.org/learn/android-programming,4.6,None,"['Computer Science', 'Mobile and Web Development']"
0,Pricing Strategy in Practice,https://coursera.org/learn/uva-darden-bcg-pricing-strategy-practice,4.7,Intermediate Level,"['Business', 'Marketing']"
0,Developing FPGA-accelerated cloud applications with SDAccel: Practice,https://coursera.org/learn/fpga-sdaccel-practice,None,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Razonamiento artificial,https://coursera.org/learn/razonamiento-artificial,4.4,Intermediate Level,"['Computer Science', 'Algorithms']"
0,Investment Strategy,https://coursera.org/learn/investment-philosophy,4.4,Intermediate Level,"['Business', 'Finance']"
0,"Sustainable Business: Big Issues, Big Changes",https://coursera.org/learn/sustainable-business-changes,4.6,Beginner Level,"['Business', 'Leadership and Management']"
0,Operating Systems and You: Becoming a Power User,https://coursera.org/learn/os-power-user,4.6,Beginner Level,"['Information Technology', 'Support and Operations']"
0,Прикладные задачи анализа данных,https://coursera.org/learn/data-analysis-applications,4.4,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Biosphere 2 Science for the Future of Our Planet,https://coursera.org/learn/biosphere-science-future,4.8,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Entrepreneurship,https://coursera.org/learn/entrepreneurship,4.7,Beginner Level,"['Business', 'Business Strategy']"
0,Surveillance Systems: The Building Blocks,https://coursera.org/learn/epidemiology-surveillance-systems,None,Beginner Level,"['Health', 'Public Health']"
0,Mergers and Acquisitions – The Relentless Pursuit of Synergy,https://coursera.org/learn/mergers-and-acquisitions,4.4,Intermediate Level,"['Business', 'Finance']"
0,Channel Management and Retailing,https://coursera.org/learn/channel-management,4.3,Beginner Level,"['Business', 'Marketing']"
0,Software Product Management Capstone,https://coursera.org/learn/software-product-management-capstone,4.8,None,"['Computer Science', 'Design and Product']"
0,Essential Cloud Infrastructure: Core Services,https://coursera.org/learn/gcp-infrastructure-core-services,4.7,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Firearm Purchaser Licensing Teach-Out: The Background Check Policy Not Enough People Are Talking About,https://coursera.org/learn/firearm-licensing,None,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Script Writing: Write a Pilot Episode for a TV or Web Series (Project-Centered Course),https://coursera.org/learn/script-writing,4.5,None,"['Arts and Humanities', 'Music and Art']"
0,Success,https://coursera.org/learn/wharton-succcess,4.8,Beginner Level,"['Personal Development', 'Personal Development']"
0,Getting and Cleaning Data,https://coursera.org/learn/data-cleaning,4.6,None,"['Data Science', 'Data Analysis']"
0,Trading Basics,https://coursera.org/learn/trading-basics,4.2,Beginner Level,"['Business', 'Finance']"
0,"Literacy Teaching and Learning: Aims, Approaches and Pedagogies",https://coursera.org/learn/literacy-teaching-learning,4.5,Beginner Level,"['Social Sciences', 'Education']"
0,Cálculo Diferencial e Integral unidos por el Teorema Fundamental del Cálculo,https://coursera.org/learn/calculo-diferencial,4.5,None,"['Math and Logic', 'Math and Logic']"
0,Understanding economic policymaking,https://coursera.org/learn/economic-policy,4.8,None,"['Social Sciences', 'Governance and Society']"
0,Advanced Linear Models for Data Science 2: Statistical Linear Models,https://coursera.org/learn/linear-models-2,4.7,Advanced Level,"['Data Science', 'Probability and Statistics']"
0,Functional Program Design in Scala,https://coursera.org/learn/progfun2,4.5,Intermediate Level,"['Computer Science', 'Software Development']"
0,Thoracic Oncology,https://coursera.org/learn/thoracic-oncology,4.9,Advanced Level,"['Health', 'Basic Science']"
0,Experimentation for Improvement,https://coursera.org/learn/experimentation,4.8,Intermediate Level,"['Data Science', 'Probability and Statistics']"
0,"Major Engineering Projects: Governance, Risk and Scope",https://coursera.org/learn/major-engineering-projects,4.7,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,"Understanding China, 1700-2000: A Data Analytic Approach, Part 1",https://coursera.org/learn/understanding-china-history-part-1,4.5,None,"['Data Science', 'Data Analysis']"
0,Accounting Analysis I: The Role of Accounting as an Information System,https://coursera.org/learn/accounting-information-system,4.9,Intermediate Level,"['Business', 'Business Essentials']"
0,Data Analysis Tools,https://coursera.org/learn/data-analysis-tools,4.5,None,"['Data Science', 'Data Analysis']"
0,Introduction to Who Wrote Shakespeare,https://coursera.org/learn/shakespeare,4.5,Beginner Level,"['Arts and Humanities', 'History']"
0,Ruby on Rails: An Introduction,https://coursera.org/learn/ruby-on-rails-intro,4.5,None,"['Computer Science', 'Mobile and Web Development']"
0,Preventative Healthcare for the Newborn Baby,https://coursera.org/learn/preventive-healthcare-newborn-baby,4.7,Beginner Level,"['Health', 'Patient Care']"
0,Introduction aux Droits de l’Homme,https://coursera.org/learn/droits-de-lhomme,4.8,None,"['Social Sciences', 'Law']"
0,Nanophotonics and Detectors,https://coursera.org/learn/nanophotonics-detectors,None,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Character Design for Video Games,https://coursera.org/learn/game-character-design,4.6,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,"Introduzione alla fisica sperimentale: meccanica, termodinamica",https://coursera.org/learn/fisica-sperimentale-meccanica-termodinamica,5,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Autodesk Certified Professional: Inventor for Mechanical Design Exam Prep,https://coursera.org/learn/autodesk-inventor-mechanical-design,None,Advanced Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Serverless Machine Learning with Tensorflow on Google Cloud Platform em Português Brasileiro,https://coursera.org/learn/serverless-machine-learning-gcp-br,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Using Python to Access Web Data,https://coursera.org/learn/python-network-data,4.8,None,"['Computer Science', 'Software Development']"
0,Matrix Methods,https://coursera.org/learn/matrix-methods,4.2,Intermediate Level,"['Math and Logic', 'Math and Logic']"
