,Name,Url,Rating,Difficulty,Tags
0,Coberturas de riesgo con futuros y opciones para agrobusiness,https://coursera.org/learn/coberturas-de-riesgo,4.4,Beginner Level,"['Business', 'Marketing']"
0,A la recherche du Grand Paris,https://coursera.org/learn/grand-paris-metropole,4.9,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Transistor - Field Effect Transistor and Bipolar Junction Transistor,https://coursera.org/learn/transistor-field-effect-transistor-bipolar-junction-transistor,3.2,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Access Controls,https://coursera.org/learn/access-control-sscp,4.6,Beginner Level,"['Information Technology', 'Security']"
0,Age of Cathedrals,https://coursera.org/learn/age-of-cathedrals,4.7,Beginner Level,"['Arts and Humanities', 'History']"
0,Advanced Chemistry,https://coursera.org/learn/advanced-chemistry,4.7,None,"['Physical Science and Engineering', 'Chemistry']"
0,Introduction to Imagemaking,https://coursera.org/learn/image-making,4.5,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Antimicrobial resistance - theory and methods,https://coursera.org/learn/antimicrobial-resistance,4.6,Intermediate Level,"['Health', 'Basic Science']"
0,Communication Strategies for a Virtual Age,https://coursera.org/learn/communication-strategies-virtual-age,4.6,Beginner Level,"['Business', 'Leadership and Management']"
0,Teach English Now! Teaching Language Online,https://coursera.org/learn/teachlanguageonline,4.5,Intermediate Level,"['Language Learning', 'Learning English']"
0,Anticorrupción: Introducción a conceptos y perspectiva práctica,https://coursera.org/learn/anticorrupcion-introduccion,4.8,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Chino básico: Los viajes de negocios,https://coursera.org/learn/chino-viajes-de-negocios,4.6,None,"['Language Learning', 'Other Languages']"
0,Redacción de documentos empresariales de gran impacto,https://coursera.org/learn/escritura-en-negocios,4.4,None,"['Business', 'Business Essentials']"
0,Прикладное управление рисками,https://coursera.org/learn/applied-risk-management,None,Beginner Level,"['Business', 'Leadership and Management']"
0,Жизнь в почве,https://coursera.org/learn/life-in-soil,4.6,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Знакомство с R и базовая статистика,https://coursera.org/learn/znakomstvo-r-bazovaya-statistika,4.9,Beginner Level,"['Data Science', 'Probability and Statistics']"
0,Machine Learning: Clustering & Retrieval,https://coursera.org/learn/ml-clustering-and-retrieval,4.6,None,"['Data Science', 'Data Analysis']"
0,Donner un feedback utile,https://coursera.org/learn/feedback-fr,4.8,None,"['Business', 'Business Essentials']"
0,Operations Management: Analysis and Improvement Methods,https://coursera.org/learn/operations-management,4.6,None,"['Business', 'Business Strategy']"
0,تعّلم كيف تتعلم: أدوات ذهنية قوية لمساعدتك على إتقان موضوعات صعبة,https://coursera.org/learn/learning-how-to-learn-ar,4.8,None,"['Personal Development', 'Personal Development']"
0,全球卫生导论,https://coursera.org/learn/quanqiu-weisheng,4.5,Beginner Level,"['Health', 'Public Health']"
0,Managing G Suite 日本語版,https://coursera.org/learn/managing-g-suite-jp,None,Beginner Level,"['Computer Science', 'Computer Security and Networks']"
0,Методологические проблемы психологии,https://coursera.org/learn/metodologicheskiye-problemy-psikhologii,4.9,Beginner Level,"['Health', 'Psychology']"
0,Венчурный капитал,https://coursera.org/learn/venchurnyj-kapital,4.5,None,"['Business', 'Finance']"
0,How Music Can Change Your Life,https://coursera.org/learn/music-life,4.7,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,"Applied Plotting, Charting & Data Representation in Python",https://coursera.org/learn/python-plotting,4.5,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Content Strategy for Professionals: Capstone Project,https://coursera.org/learn/content-strategy-project,4.7,Intermediate Level,"['Business', 'Marketing']"
0,Project Management Project,https://coursera.org/learn/project-management-capstone,4.8,None,"['Business', 'Business Essentials']"
0,Aprendiendo a aprender: Poderosas herramientas mentales con las que podrás dominar temas difíciles (Learning How to Learn),https://coursera.org/learn/aprendiendo-a-aprender,4.9,None,"['Personal Development', 'Personal Development']"
0,Algorithms on Strings,https://coursera.org/learn/algorithms-on-strings,4.5,Intermediate Level,"['Computer Science', 'Algorithms']"
0,Como criar jogos 2D para iPhone e iPad,https://coursera.org/learn/ios-jogos,4.3,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,Global Warming II: Create Your Own Models in Python,https://coursera.org/learn/global-warming-model,4.2,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Python Programming: A Concise Introduction,https://coursera.org/learn/python-programming-introduction,4.6,Beginner Level,"['Computer Science', 'Software Development']"
0,Les Fondamentaux de la Négociation,https://coursera.org/learn/fondamentaux-negociation,4.7,Beginner Level,"['Business', 'Leadership and Management']"
0,Introduction to the Biology of Cancer,https://coursera.org/learn/cancer,4.8,Beginner Level,"['Health', 'Basic Science']"
0,Marketing Mix Implementation Capstone,https://coursera.org/learn/marketing-mix-capstone,4.6,Intermediate Level,"['Business', 'Marketing']"
0,Home Networking Basics,https://coursera.org/learn/home-networking-basics,4.7,Beginner Level,"['Information Technology', 'Networking']"
0,America's Written Constitution,https://coursera.org/learn/written-constitution,4.7,None,"['Social Sciences', 'Governance and Society']"
0,Convolutional Neural Networks in TensorFlow,https://coursera.org/learn/convolutional-neural-networks-tensorflow,4.7,Intermediate Level,"['Data Science', 'Machine Learning']"
0,Fashion-иллюстрация: Скетчинг,https://coursera.org/learn/fashion-illustration-sketching,None,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Ebola : Vaincre ensemble !,https://coursera.org/learn/ebola-vaincre-ensemble,4.4,None,"['Health', 'Public Health']"
0,Stanford's Short Course on Breastfeeding,https://coursera.org/learn/breastfeeding,4.7,Beginner Level,"['Health', 'Patient Care']"
0,Social Media Advertising,https://coursera.org/learn/social-media-advertising,None,Beginner Level,"['Business', 'Marketing']"
0,Foundations of Health Equity Research,https://coursera.org/learn/health-equity-research,None,Beginner Level,"['Health', 'Public Health']"
0,"Gabriel García Márquez entre el poder, la historia y el amor",https://coursera.org/learn/gabriel-garcia-marquez-poder-historia-amor,4.9,Beginner Level,"['Arts and Humanities', 'History']"
0,Get Organized: How to be a Together Teacher,https://coursera.org/learn/together-teacher,4.7,None,"['Social Sciences', 'Education']"
0,Transferencia tecnológica: De la investigación al mercado.,https://coursera.org/learn/transferencia-tecnologica-investigacion,4.8,Beginner Level,"['Business', 'Marketing']"
0,Введение в лазерные технологии,https://coursera.org/learn/vveedenie-v-lasernie-tehnologii,5,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Becoming Part of the Globalised Workplace,https://coursera.org/learn/intercultural-communications,4,None,"['Personal Development', 'Personal Development']"
0,Hardware Security,https://coursera.org/learn/hardware-security,4.1,None,"['Computer Science', 'Computer Security and Networks']"
0,Management Skills for International Business,https://coursera.org/learn/management-skills-international-business,4.6,None,"['Business', 'Leadership and Management']"
0,Cognición encarnada,https://coursera.org/learn/cognicion,None,None,"['Computer Science', 'Algorithms']"
0,Principles of Computing (Part 1),https://coursera.org/learn/principles-of-computing-1,4.8,Intermediate Level,"['Computer Science', 'Software Development']"
0,A Voice of Their Own. Women's Spirituality in the Middle Ages.,https://coursera.org/learn/womens-spirituality,4.6,Beginner Level,"['Arts and Humanities', 'History']"
0,An Introduction to Accessibility and Inclusive Design,https://coursera.org/learn/accessibility,4.5,Beginner Level,"['Information Technology', 'Support and Operations']"
0,"Photography Techniques: Light, Content, and Sharing",https://coursera.org/learn/photography-techniques,4.8,None,"['Arts and Humanities', 'Music and Art']"
0,Akademiskt skrivande,https://coursera.org/learn/akademiskt-skrivande,5,Beginner Level,"['Language Learning', 'Other Languages']"
0,Writing a Personal Essay,https://coursera.org/learn/personal-essay,4.3,None,"['Arts and Humanities', 'Music and Art']"
0,Visual Analytics with Tableau,https://coursera.org/learn/dataviz-visual-analytics,4.5,Beginner Level,"['Data Science', 'Data Analysis']"
0,"Nanotechnology and Nanosensors, Part1",https://coursera.org/learn/nanotechnology1,4.5,None,"['Physical Science and Engineering', 'Chemistry']"
0,"Two Speed IT: How Companies Can Surf the Digital Wave, a BCG Perspective",https://coursera.org/learn/2-speed-it,4.4,None,"['Business', 'Business Essentials']"
0,Asset Creation and Management,https://coursera.org/learn/asset-creation-management,4.8,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Data Structures and Performance,https://coursera.org/learn/data-structures-optimizing-performance,4.8,Intermediate Level,"['Computer Science', 'Algorithms']"
0,Calculus: Single Variable Part 3 - Integration,https://coursera.org/learn/integration-calculus,4.8,None,"['Math and Logic', 'Math and Logic']"
0,AIDS: Fear and Hope,https://coursera.org/learn/aids-fear-hope,4.8,None,"['Health', 'Patient Care']"
0,Client Needs and Software Requirements,https://coursera.org/learn/client-needs-and-software-requirements,4.7,None,"['Computer Science', 'Design and Product']"
0,Designing Your Personal Weight Loss Plan,https://coursera.org/learn/weight-loss-plan,4.2,Beginner Level,"['Personal Development', 'Personal Development']"
0,Successful Negotiation: Essential Strategies and Skills,https://coursera.org/learn/negotiation-skills,4.7,None,"['Business', 'Business Essentials']"
0,Healthcare Marketplace,https://coursera.org/learn/healthcare-marketplace,4.4,Beginner Level,"['Business', 'Finance']"
0,Научные тексты — учимся писать на русском и английском,https://coursera.org/learn/naychnie-teksti,4.6,Beginner Level,"['Social Sciences', 'Education']"
0,Réussir le Changement,https://coursera.org/learn/reussir-le-changement,4.5,None,"['Business', 'Leadership and Management']"
0,Introduction to User Experience Design,https://coursera.org/learn/user-experience-design,4.5,Beginner Level,"['Computer Science', 'Design and Product']"
0,Our Earth's Future,https://coursera.org/learn/earth-climate-change,4.7,None,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Developing FPGA-accelerated cloud applications with SDAccel: Theory,https://coursera.org/learn/fpga-sdaccel-theory,4.6,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Thermodynamique : fondements,https://coursera.org/learn/thermo-base,4.6,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Evolution Today,https://coursera.org/learn/evolution-today,4.5,Beginner Level,"['Health', 'Basic Science']"
0,Executive Data Science Capstone,https://coursera.org/learn/executive-data-science-capstone,4.7,None,"['Business', 'Leadership and Management']"
0,International migrations: a global issue,https://coursera.org/learn/international-migrations,4.6,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Poverty & Population: How Demographics Shape Policy,https://coursera.org/learn/poverty-population-demographics-policy,4.8,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Essential Cloud Infrastructure: Core Services en Español,https://coursera.org/learn/gcp-infrastructure-core-services-es,4.8,Intermediate Level,"['Information Technology', 'Cloud Computing']"
0,Initiation à la programmation (en C++),https://coursera.org/learn/initiation-programmation-cpp,4.8,Beginner Level,"['Computer Science', 'Software Development']"
0,Introduction to Structured Query Language (SQL),https://coursera.org/learn/intro-sql,4.8,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,Spanish Vocabulary: Cultural Experience,https://coursera.org/learn/spanish-vocabulary-cultural-experience,4.7,Beginner Level,"['Language Learning', 'Other Languages']"
0,Философия культуры (Philosophy of Culture),https://coursera.org/learn/filosofiya-kultury,4.6,Beginner Level,"['Arts and Humanities', 'Philosophy']"
0,Diabetes - a Global Challenge,https://coursera.org/learn/diabetes,4.7,None,"['Health', 'Public Health']"
0,Hybrid Cloud Multi-Cluster with Anthos,https://coursera.org/learn/hybrid-cloud-multi-cluster-anthos,4.9,Advanced Level,"['Information Technology', 'Cloud Computing']"
0,Information & Digital Literacy for University Success,https://coursera.org/learn/digital-literacy,4.6,Beginner Level,"['Social Sciences', 'Education']"
0,Mathematical Foundations for Cryptography,https://coursera.org/learn/mathematical-foundations-cryptography,4.7,Beginner Level,"['Computer Science', 'Computer Security and Networks']"
0,"Integrated Marketing Communications: Advertising, Public Relations, Digital Marketing and more",https://coursera.org/learn/integrated-marketing-communications,4.7,None,"['Business', 'Marketing']"
0,Mathematics for Machine Learning: Linear Algebra,https://coursera.org/learn/linear-algebra-machine-learning,4.7,Beginner Level,"['Data Science', 'Machine Learning']"
0,Inferential Statistical Analysis with Python,https://coursera.org/learn/inferential-statistical-analysis-python,4.4,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Психология признания и самозанятости,https://coursera.org/learn/psihologiya-priznaniya-i-samozanyatosti,4.1,Beginner Level,"['Personal Development', 'Personal Development']"
0,"Big Data, Genes, and Medicine",https://coursera.org/learn/data-genes-medicine,4.2,Advanced Level,"['Health', 'Health Informatics']"
0,e-Learning Ecologies: Innovative Approaches to Teaching and Learning for the Digital Age,https://coursera.org/learn/elearning,4.5,None,"['Social Sciences', 'Education']"
0,Smart Cities – Management of Smart Urban Infrastructures,https://coursera.org/learn/smart-cities,4.6,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,L'impact investing : être acteur,https://coursera.org/learn/impact-investing-etre-acteur,4.7,None,"['Business', 'Entrepreneurship']"
0,Introduction to Portfolio Construction and Analysis with Python,https://coursera.org/learn/introduction-portfolio-construction-python,4.9,None,"['Business', 'Finance']"
0,Mathematics for economists,https://coursera.org/learn/mathematics-for-economists,4.5,Intermediate Level,"['Math and Logic', 'Math and Logic']"
0,Engineering Practices for Building Quality Software,https://coursera.org/learn/engineering-practices-secure-software-quality,None,None,"['Computer Science', 'Software Development']"
0,"Federal Taxation I: Individuals, Employees, and Sole Proprietors",https://coursera.org/learn/federal-taxation-individuals,4.9,Intermediate Level,"['Business', 'Business Essentials']"
0,Project: Multiple Linear Regression with scikit-learn,https://coursera.org/learn/scikit-learn-multiple-linear-regression,3.8,Beginner Level,"['Data Science', 'Machine Learning']"
0,Health Care Innovation,https://coursera.org/learn/wo-pmo-healthcareinnovation,4.6,None,"['Health', 'Healthcare Management']"
0,Fundamentals of Graphic Design,https://coursera.org/learn/fundamentals-of-graphic-design,4.8,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,Presentation skills: Speechwriting and Storytelling,https://coursera.org/learn/speechwriting,4.6,None,"['Personal Development', 'Personal Development']"
0,Mapas conceituais para aprender e colaborar,https://coursera.org/learn/mapas-conceituais,4.9,Beginner Level,"['Personal Development', 'Personal Development']"
0,Asymmetric Cryptography and Key Management,https://coursera.org/learn/asymmetric-crypto,4.5,Intermediate Level,"['Computer Science', 'Computer Security and Networks']"
0,Desarrollando tu musicalidad,https://coursera.org/learn/desarrollo-musicalidad,4.8,Beginner Level,"['Arts and Humanities', 'Music and Art']"
0,"Modern Robotics, Course 6:  Capstone Project, Mobile Manipulation",https://coursera.org/learn/modernrobotics-course6,4.9,Intermediate Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Введение в биоинформатику (Introduction to Bioinformatics),https://coursera.org/learn/bioinformatika,4.5,Beginner Level,"['Health', 'Health Informatics']"
0,The Science of Well-Being,https://coursera.org/learn/the-science-of-well-being,4.9,None,"['Personal Development', 'Personal Development']"
0,Building Your Leadership Skills,https://coursera.org/learn/leadership-skills,4.5,None,"['Business', 'Leadership and Management']"
0,Cities are back in town : urban sociology for a globalizing urban world,https://coursera.org/learn/urban-development,4.5,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Doing Business in Europe,https://coursera.org/learn/doing-business-in-europe,4.4,Beginner Level,"['Business', 'Business Strategy']"
0,Introduction to Self-Driving Cars,https://coursera.org/learn/intro-self-driving-cars,4.8,Advanced Level,"['Computer Science', 'Software Development']"
0,c#高级编程,https://coursera.org/learn/csharp-gaoji-biancheng,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
0,Achieving Advanced Insights with BigQuery,https://coursera.org/learn/gcp-advanced-insights-bigquery,4.7,Beginner Level,"['Information Technology', 'Data Management']"
0,Process Mining: Data science in Action,https://coursera.org/learn/process-mining,4.8,Intermediate Level,"['Data Science', 'Data Analysis']"
0,Building a Toolkit for Your Sales Process,https://coursera.org/learn/toolkit-sales-process,4.7,Beginner Level,"['Business', 'Business Essentials']"
0,The Data Science of Health Informatics,https://coursera.org/learn/the-data-science-of-health-informatics,4.8,Beginner Level,"['Health', 'Health Informatics']"
0,Leadership d'excellence par le sport de haut niveau,https://coursera.org/learn/leadership-excellence-sport,4.7,Beginner Level,"['Business', 'Leadership and Management']"
0,Теория функций комплексного переменного,https://coursera.org/learn/complex-variable,None,Intermediate Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Understanding Cancer Metastasis,https://coursera.org/learn/cancer-metastasis,4.8,Beginner Level,"['Health', 'Basic Science']"
0,Interprofessional Healthcare Informatics,https://coursera.org/learn/health-informatics-professional,4.4,None,"['Data Science', 'Data Analysis']"
0,Stories of Infection,https://coursera.org/learn/stories-of-infection,4.9,Intermediate Level,"['Health', 'Public Health']"
0,"Big Data Essentials: HDFS, MapReduce and Spark RDD",https://coursera.org/learn/big-data-essentials,4,Intermediate Level,"['Computer Science', 'Software Development']"
0,Crafting Strategies for Innovation Initiatives for Corporate Entrepreneurs,https://coursera.org/learn/corporate-entrepreneurs-innovation-strategy,4.2,Beginner Level,"['Business', 'Entrepreneurship']"
0,Aprender,https://coursera.org/learn/aprendo,4.8,None,"['Social Sciences', 'Education']"
0,"Engineering Project Management: Scope, Time and Cost Management",https://coursera.org/learn/scope-time-management-cost,4.7,Beginner Level,"['Business', 'Leadership and Management']"
0,Healthcare Marketplace Capstone,https://coursera.org/learn/healthcare-marketplace-capstone,4.8,None,"['Business', 'Finance']"
0,Patient Safety and Quality Improvement: Developing a Systems View (Patient Safety I),https://coursera.org/learn/patient-safety-systems-view,4.8,Intermediate Level,"['Health', 'Healthcare Management']"
0,Java for Android,https://coursera.org/learn/java-for-android,4.5,Beginner Level,"['Computer Science', 'Mobile and Web Development']"
0,Data Analysis and Presentation Skills: the PwC Approach Final Project,https://coursera.org/learn/data-analysis-project-pwc,4.7,Beginner Level,"['Data Science', 'Data Analysis']"
0,"Global Health Security, Solidarity and Sustainability through the International Health Regulations",https://coursera.org/learn/international-health-regulations,4.9,Intermediate Level,"['Health', 'Public Health']"
0,Customer Insights: New Product Development Orientation,https://coursera.org/learn/customer-insights-orientation,4.5,Beginner Level,"['Business', 'Marketing']"
0,Internet Giants: The Law and Economics of Media Platforms,https://coursera.org/learn/internetgiants,4.8,None,"['Social Sciences', 'Law']"
0,Chemistry,https://coursera.org/learn/chemistry-1,4.7,None,"['Physical Science and Engineering', 'Chemistry']"
0,Grant Proposal,https://coursera.org/learn/grant-proposal,4.6,Intermediate Level,"['Language Learning', 'Learning English']"
0,Browser-based Models with TensorFlow.js,https://coursera.org/learn/browser-based-models-tensorflow,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
0,"Providing Social, Emotional, Behavioral, and Special Education Services in School",https://coursera.org/learn/providing-social-emotional-behavioral-and-special-education-services-in-school,4.9,Beginner Level,"['Health', 'Public Health']"
0,Imagining Other Earths,https://coursera.org/learn/life-on-other-planets,4.8,None,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,Gut Check: Exploring Your Microbiome,https://coursera.org/learn/microbiome,4.7,None,"['Health', 'Basic Science']"
0,Design of High-Performance Optical Systems,https://coursera.org/learn/design-high-performance-optical-systems,4.2,Advanced Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Collaborative Robot Safety: Design & Deployment,https://coursera.org/learn/collaborative-robot-safety,4.6,Beginner Level,"['Physical Science and Engineering', 'Mechanical Engineering']"
0,Математика и Python для анализа данных,https://coursera.org/learn/mathematics-and-python,4.8,Beginner Level,"['Data Science', 'Data Analysis']"
0,Структура капитала компании,https://coursera.org/learn/struktura-kapitala-kompanii,4.8,None,"['Business', 'Finance']"
0,"Improving Deep Neural Networks: Hyperparameter tuning, Regularization and Optimization",https://coursera.org/learn/deep-neural-network,4.9,Beginner Level,"['Data Science', 'Machine Learning']"
0,Philosophy and the Sciences: Introduction to the Philosophy of Physical Sciences,https://coursera.org/learn/philosophy-physical-sciences,4.6,None,"['Arts and Humanities', 'Philosophy']"
0,Meditation: A way to achieve your goals in your life,https://coursera.org/learn/self-reflection-meditation,4.6,Beginner Level,"['Arts and Humanities', 'Philosophy']"
0,Planet Earth...and You!,https://coursera.org/learn/planet-earth,4.8,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Interview Research and Preparation,https://coursera.org/learn/interview-preparation,4.6,Intermediate Level,"['Business', 'Business Essentials']"
0,Customer Insights: Quantitative Techniques,https://coursera.org/learn/quantitative-customer-insights,4.3,None,"['Business', 'Marketing']"
0,Accessibility to the Scenic Arts,https://coursera.org/learn/accessibility-scenic-arts,None,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
0,Python for Data Science and AI,https://coursera.org/learn/python-for-applied-data-science-ai,4.6,Beginner Level,"['Data Science', 'Data Analysis']"
0,MRI Fundamentals,https://coursera.org/learn/mri-fundamentals,4.7,Intermediate Level,"['Health', 'Research']"
0,First Step Korean,https://coursera.org/learn/learn-korean,4.8,Beginner Level,"['Language Learning', 'Other Languages']"
0,"GIS Data Formats, Design and Quality",https://coursera.org/learn/gis-data,4.9,Intermediate Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Health Concepts in Chinese Medicine,https://coursera.org/learn/health-concepts-chinese-medicine,4.7,Beginner Level,"['Health', 'Patient Care']"
0,Designing the Future of Work,https://coursera.org/learn/designing-future-of-work,4.8,Beginner Level,"['Business', 'Business Strategy']"
0,Возможно ли воспитать детей «правильно»?,https://coursera.org/learn/vospitat-detei-pravilno,4.9,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Global Energy and Climate Policy,https://coursera.org/learn/globalenergyandclimatepolicy,4.6,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Digital Media and Marketing Principles,https://coursera.org/learn/marketing-channels,4.2,None,"['Business', 'Marketing']"
0,Saúde Baseada em Evidências,https://coursera.org/learn/sbe,4.9,Beginner Level,"['Health', 'Healthcare Management']"
0,Serverless Data Analysis with Google BigQuery and Cloud Dataflow em Português Brasileiro,https://coursera.org/learn/serverless-data-analysis-bigquery-cloud-dataflow-gcp-br,4.7,Intermediate Level,"['Computer Science', 'Software Development']"
0,Дизайн-методология: управление вдохновением (Design-methodology. Inspiration management),https://coursera.org/learn/dizayn-metodologiya,4.6,Intermediate Level,"['Arts and Humanities', 'Music and Art']"
0,More on Change and Sustainability,https://coursera.org/learn/business-case-sustainability,5,Beginner Level,"['Business', 'Leadership and Management']"
0,Desarrollo de aplicaciones con Android,https://coursera.org/learn/desarrollo-de-aplicaciones,4.5,Intermediate Level,"['Computer Science', 'Mobile and Web Development']"
0,Современная комбинаторика (Modern combinatorics),https://coursera.org/learn/modern-combinatorics,4.9,None,"['Math and Logic', 'Math and Logic']"
0,Innovar,https://coursera.org/learn/innovacion-diseno,4.8,Beginner Level,"['Business', 'Business Essentials']"
0,"Competencias digitales. Herramientas de ofimática (Microsoft Word, Excel, Power Point)",https://coursera.org/learn/competencias-digitales-ofimatica,4.6,Beginner Level,"['Personal Development', 'Personal Development']"
0,Auditing I: Conceptual Foundations of Auditing,https://coursera.org/learn/auditing-part1-conceptual-foundations,4.5,None,"['Business', 'Business Essentials']"
0,Configuration Management and the Cloud,https://coursera.org/learn/configuration-management-cloud,None,Beginner Level,"['Information Technology', 'Cloud Computing']"
0,Ebola Virus Disease: An Evolving Epidemic,https://coursera.org/learn/ebola-virus,4.7,None,"['Health', 'Public Health']"
0,Running Product Design Sprints,https://coursera.org/learn/uva-darden-running-design-sprints,4.6,Intermediate Level,"['Computer Science', 'Design and Product']"
0,Economic Growth and Distributive Justice Part I -The Role of the State,https://coursera.org/learn/economic-growth-part-1,4.7,None,"['Social Sciences', 'Law']"
0,Introduction to FPGA Design for Embedded Systems,https://coursera.org/learn/intro-fpga-design-embedded-systems,4.6,Intermediate Level,"['Physical Science and Engineering', 'Electrical Engineering']"
0,Russia and Nuclear Arms Control,https://coursera.org/learn/russia-and-nuclear-arms-control,4.6,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Educación en Contextos Rurales: Perspectivas en América Latina,https://coursera.org/learn/educacion-contextos-rurales-america-latina,4.9,Beginner Level,"['Social Sciences', 'Education']"
0,Understanding and Visualizing Data with Python,https://coursera.org/learn/understanding-visualization-data,4.6,Beginner Level,"['Data Science', 'Data Analysis']"
0,Villes africaines I: Introduction à la planification urbaine,https://coursera.org/learn/villes-africaines-1,4.8,Intermediate Level,"['Social Sciences', 'Governance and Society']"
0,Learn to Program: Crafting Quality Code,https://coursera.org/learn/program-code,4.6,None,"['Computer Science', 'Software Development']"
0,Social Business Model and Planning for Social Innovation,https://coursera.org/learn/social-business-model,4.6,Beginner Level,"['Business', 'Entrepreneurship']"
0,Understanding Prostate Cancer,https://coursera.org/learn/prostate-cancer,4.8,Beginner Level,"['Health', 'Patient Care']"
0,Здоровье семьи: загадки родословной,https://coursera.org/learn/zdorovye-semi-zagadki-rodoslovnoy,None,Beginner Level,"['Health', 'Psychology']"
0,"Bienestar, equidad y derechos humanos",https://coursera.org/learn/bienestar-equidad-derechos-humanos,4.8,Beginner Level,"['Health', 'Psychology']"
0,"Introduction to XR: VR, AR, and MR Foundations",https://coursera.org/learn/xr-introduction,4.3,Beginner Level,"['Computer Science', 'Design and Product']"
0,Coaching Conversations,https://coursera.org/learn/coaching-conversations,4.7,Beginner Level,"['Business', 'Leadership and Management']"
0,Applying Machine Learning to your Data with GCP 日本語版,https://coursera.org/learn/data-insights-gcp-apply-ml-jp,None,Intermediate Level,"['Information Technology', 'Data Management']"
0,Big History - From the Big Bang until Today,https://coursera.org/learn/bighistory,4.6,Beginner Level,"['Physical Science and Engineering', 'Physics and Astronomy']"
0,The Blues: Understanding and Performing an American Art Form,https://coursera.org/learn/the-blues,4.8,None,"['Arts and Humanities', 'Music and Art']"
0,Patrocinio Deportivo,https://coursera.org/learn/patrocinio-deportivo,4.6,Beginner Level,"['Business', 'Marketing']"
0,Greening the Economy: Lessons from Scandinavia,https://coursera.org/learn/greening-the-economy,4.7,Beginner Level,"['Physical Science and Engineering', 'Environmental Science and Sustainability']"
0,Rapid Gameplay Prototyping,https://coursera.org/learn/rapid-gameplay-prototyping,3.9,Advanced Level,"['Computer Science', 'Design and Product']"
0,Preparing for the Google Cloud Professional Data Engineer Exam,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam,4.6,Advanced Level,"['Information Technology', 'Cloud Computing']"
0,¿Cómo (nos) cambia la Tecnología?,https://coursera.org/learn/comonoscambialatecnologia,4.3,Beginner Level,"['Computer Science', 'Design and Product']"
0,Apprendre comment apprendre (ACA) : Des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,https://coursera.org/learn/apprendre-comment-apprendre,None,Beginner Level,"['Personal Development', 'Personal Development']"
0,Финансовые рынки и институты (Financial Markets and Institutions),https://coursera.org/learn/finansovye-rynki,4.9,None,"['Social Sciences', 'Economics']"
0,Introduction to the Orbital Perspective,https://coursera.org/learn/orbitalperspective,4.5,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Business Transformation with Google Cloud,https://coursera.org/learn/business-transformation-google-cloud,4.7,Beginner Level,"['Business', 'Business Strategy']"
0,Internet Connection: How to Get Online?,https://coursera.org/learn/internet-connection-how-to-get-online,4.7,Beginner Level,"['Information Technology', 'Networking']"
0,Luther and the West,https://coursera.org/learn/luther-and-the-west,4.5,None,"['Arts and Humanities', 'Philosophy']"
0,Game Development for Modern Platforms,https://coursera.org/learn/gamedev-platforms,4.8,None,"['Computer Science', 'Software Development']"
0,Political Governance and Public Policy in Russia,https://coursera.org/learn/political-governance-russia,4.6,Beginner Level,"['Social Sciences', 'Governance and Society']"
0,Les transitions énergétique-écologiques dans les pays du Sud,https://coursera.org/learn/transitions-energetiques-pays-du-sud,4.8,Intermediate Level,"['Social Sciences', 'Economics']"
